Protein Group,Protein ID,Accession,-10lgP,Coverage (%),Coverage (%) Trocas7-302-Bay,Coverage (%) Trocas7-306-Chav,Coverage (%) Trocas7-310-SMCP,Coverage (%) Trocas7-318-NMCP,Coverage (%) Trocas7-402-Bay,Coverage (%) Trocas7-406-Chav,Coverage (%) Trocas7-410-SMCP,Coverage (%) Trocas7-417-NMCP,Coverage (%) Trocas7-102-Bay,Coverage (%) Trocas7-106-Chav,Coverage (%) Trocas7-206-Chav,Coverage (%) Trocas7-110-SMCP,Coverage (%) Trocas7-126-NMCP,Coverage (%) Trocas7-202-Bay,Coverage (%) Trocas7-210-SMCP,Coverage (%) Trocas7-410-SMCP-DUP,Coverage (%) Trocas7-226-NMCP,Coverage (%) Trocas7-303-Bay,Coverage (%) Trocas7-310-SMCP-DUP,Coverage (%) Trocas7-102-Bay-DUP,Coverage (%) Trocas7-106-Chav-DUP,Coverage (%) Trocas7-302-Bay-DUP,Coverage (%) Trocas7-306-Chav-DUP,Coverage (%) Trocas7-503-Bay,Coverage (%) Trocas7-519-NMCP,Coverage (%) Trocas7-318-NMCP-DUP,Coverage (%) Trocas7-402-Bay-DUP,Coverage (%) Trocas7-406-Chav-DUP,Coverage (%) Trocas7-417-NMCP-DUP,Coverage (%) Trocas7-307-Chav,Coverage (%) Trocas7-311-SMCP,Coverage (%) Trocas7-319-NMCP,Coverage (%) Trocas7-507-Chav,Coverage (%) Trocas7-511-SMCP,Area Trocas7-302-Bay,Area Trocas7-306-Chav,Area Trocas7-310-SMCP,Area Trocas7-318-NMCP,Area Trocas7-402-Bay,Area Trocas7-406-Chav,Area Trocas7-410-SMCP,Area Trocas7-417-NMCP,Area Trocas7-102-Bay,Area Trocas7-106-Chav,Area Trocas7-206-Chav,Area Trocas7-110-SMCP,Area Trocas7-126-NMCP,Area Trocas7-202-Bay,Area Trocas7-210-SMCP,Area Trocas7-410-SMCP-DUP,Area Trocas7-226-NMCP,Area Trocas7-303-Bay,Area Trocas7-310-SMCP-DUP,Area Trocas7-102-Bay-DUP,Area Trocas7-106-Chav-DUP,Area Trocas7-302-Bay-DUP,Area Trocas7-306-Chav-DUP,Area Trocas7-503-Bay,Area Trocas7-519-NMCP,Area Trocas7-318-NMCP-DUP,Area Trocas7-402-Bay-DUP,Area Trocas7-406-Chav-DUP,Area Trocas7-417-NMCP-DUP,Area Trocas7-307-Chav,Area Trocas7-311-SMCP,Area Trocas7-319-NMCP,Area Trocas7-507-Chav,Area Trocas7-511-SMCP,#Peptides,#Unique,#Spec Trocas7-302-Bay,#Spec Trocas7-306-Chav,#Spec Trocas7-310-SMCP,#Spec Trocas7-318-NMCP,#Spec Trocas7-402-Bay,#Spec Trocas7-406-Chav,#Spec Trocas7-410-SMCP,#Spec Trocas7-417-NMCP,#Spec Trocas7-102-Bay,#Spec Trocas7-106-Chav,#Spec Trocas7-206-Chav,#Spec Trocas7-110-SMCP,#Spec Trocas7-126-NMCP,#Spec Trocas7-202-Bay,#Spec Trocas7-210-SMCP,#Spec Trocas7-410-SMCP-DUP,#Spec Trocas7-226-NMCP,#Spec Trocas7-303-Bay,#Spec Trocas7-310-SMCP-DUP,#Spec Trocas7-102-Bay-DUP,#Spec Trocas7-106-Chav-DUP,#Spec Trocas7-302-Bay-DUP,#Spec Trocas7-306-Chav-DUP,#Spec Trocas7-503-Bay,#Spec Trocas7-519-NMCP,#Spec Trocas7-318-NMCP-DUP,#Spec Trocas7-402-Bay-DUP,#Spec Trocas7-406-Chav-DUP,#Spec Trocas7-417-NMCP-DUP,#Spec Trocas7-307-Chav,#Spec Trocas7-311-SMCP,#Spec Trocas7-319-NMCP,#Spec Trocas7-507-Chav,#Spec Trocas7-511-SMCP,PTM,Avg. Mass,Description
29,2548,KNOT_19559665_PROKKA_679112,22.52,9,9,0,9,0,9,9,9,9,9,0,0,9,9,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,9,9,0,9,0,1.92E5,,6.9E5,,1.45E5,6.38E4,1.89E5,1.22E4,1.4E4,,,6.27E4,4.93E4,3.89E4,,,,,,,,,1.05E6,,,,,,,5.77E4,7.59E5,,1.1E6,,1,1,1,0,4,0,3,2,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,2,0,1,0,,14688,hypothetical protein
563,13925,GROUPS_15189697_PROKKA_658580,22.45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,6.1E3,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxidation (M),95671,hypothetical protein
514,13729,KNOT_1534610_PROKKA_101414,22.39,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.74E4,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,32769,hypothetical protein
83,14310,KNOT_1440577_PROKKA_94874,22.38,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.02E3,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,,22638,hypothetical protein
126,2568,KNOT_4528523_PROKKA_306627,22.36,14,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,0,0,0,14,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,,,,,2.38E5,,,,,,,6.74E5,,,,,,,1.93E6,,,,2.19E4,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),16314,hypothetical protein
343,14759,GROUPS_7468413_PROKKA_126702,22.32,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83E5,,,,,,1.1E5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,16547,hypothetical protein
555,13456,KNOT_22891051_PROKKA_739693,22.22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,0E0,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),103892,hypothetical protein
721,13869,KNOT_2987571_PROKKA_206361,22.18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.59E4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,19234,hypothetical protein
862,13537,KNOT_24597396_PROKKA_758724,22.04,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E0,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Carbamidomethylation; Deamidation (NQ),42877,ATP-dependent DNA helicase RecQ
569,4918,GROUPS_11267397_PROKKA_349452,22.01,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,4.26E4,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),33562,hypothetical protein
871,14576,KNOT_23730809_PROKKA_749984,21.95,19,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0E0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11928,hypothetical protein
30,2712,KNOT_10285946_PROKKA_499960,21.91,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,,,,3.82E4,,,,,,5.93E3,,,,,7.81E4,,2.44E5,7.17E4,,2.6E4,,6.84E3,,3.78E5,2.65E4,,,,1.37E3,4.75E3,6.54E4,1.92E5,0E0,,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,3,2,0,1,0,1,0,1,1,0,0,0,1,1,1,5,1,0,,87870,Lon protease 2
780,13557,KNOT_32799380_PROKKA_862391,21.87,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,6.5E4,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,31465,hypothetical protein
52,9034,KNOT_21313230_PROKKA_704034,21.83,10,0,10,10,10,0,0,0,0,0,10,0,0,0,10,10,0,0,0,0,10,10,0,0,0,10,0,0,0,0,0,0,0,0,0,,,1.68E5,4.92E5,,,,,,3.79E5,,,,3.98E5,3.97E5,,,,,4.45E5,5.71E5,,,,1.18E5,,,,,,,,,,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,,9206,Ribonuclease R
509,2512,KNOT_22159480_PROKKA_725121,21.83,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,6.13E2,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28135,Cation-transporting P-type ATPase A
1003,17354,KNOT_10079789_PROKKA_494284,21.79,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,9.29E3,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8542,hypothetical protein
43,13528,GROUPS_13039518_PROKKA_518311,21.77,4,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,3.54E5,1.64E5,,,,,,9.4E4,2.15E5,1.26E5,2.46E5,1.92E5,2.46E5,1.87E5,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,2,2,2,2,0,0,0,0,0,0,0,0,0,,21365,hypothetical protein
976,2613,KNOT_33924757_PROKKA_878450,21.76,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.85E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,14509,Oxygen-independent coproporphyrinogen-III oxidase
717,13752,KNOT_32854383_PROKKA_863793,21.74,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,3.1E3,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,64240,hypothetical protein
1007,17719,GROUPS_14883676_PROKKA_637366,21.72,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83E3,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,31590,hypothetical protein
341,13643,KNOT_22326566_PROKKA_729715,21.69,5,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,4.99E4,1.08E4,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,26920,hypothetical protein
534,3234,GROUPS_5855476_PROKKA_78339,21.67,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,2.82E4,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,28659,hypothetical protein
879,15035,KNOT_21537424_PROKKA_707747,21.62,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.83E5,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,39981,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
291,14934,GROUPS_10789661_PROKKA_323648,21.55,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,,,,,,,,,,,,,,,,,,,,,,4.7E5,,,,,,,,,4.58E3,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,19115,hypothetical protein
593,15320,KNOT_4606711_PROKKA_309734,21.50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.22E4,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,34866,Poly(A) polymerase I
108,14791,KNOT_3767042_PROKKA_260994,21.44,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,,,,2.28E4,,,,,,,,,,,,,,,,,,,,2.31E5,,,,,,,,6.12E4,,,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,,29866,hypothetical protein
664,8882,KNOT_33984695_PROKKA_878928,21.34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E0,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,23201,hypothetical protein
115,7722,KNOT_8768884_PROKKA_458767,21.30,9,0,9,0,0,9,0,0,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,3.77E3,,,7.94E4,,,,,,2.17E5,,,,1.51E5,,,,,,,,,,,,,,,,,,,,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),27071,hypothetical protein
32,7023,KNOT_3859348_PROKKA_267082,21.23,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6.68E5,,,,,,,,,1.04E6,2.96E4,1.11E4,,5.45E5,7.18E4,,,1.36E5,7.72E4,,8.61E4,,3.06E5,1.08E5,5.8E4,7.16E4,6.91E5,8.99E4,1.43E5,1.68E5,1.03E6,1.52E5,1.51E6,1.12E5,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,,63081,hypothetical protein
152,12126,GROUPS_11026581_PROKKA_340166,21.20,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,,,,6.44E5,,,,,,,,,,,,,,6.32E3,,,,,,,,,,,,,,,3.33E3,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,16676,hypothetical protein
933,16809,GROUPS_15218963_PROKKA_662821,21.14,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,1.36E4,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,30006,hypothetical protein
442,13659,KNOT_299993_PROKKA_19311,21.12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,2.01E4,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,Deamidation (NQ),34999,Tyrosine recombinase XerC
306,14781,KNOT_876243_PROKKA_56418,21.08,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,6.8E4,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,37919,hypothetical protein
128,6445,KNOT_1731632_PROKKA_115360,21.01,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,,,,,,,8.09E4,,,,,,,,,1.51E5,,,,,,,,6.33E4,,,,,,,,,,,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Deamidation (NQ),50491,Group II intron-encoded protein LtrA
579,2559,GROUPS_7546186_PROKKA_129116,21.01,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,1.18E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,11123,hypothetical protein
171,16459,KNOT_25539147_PROKKA_768523,20.90,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,,18004,hypothetical protein
486,14139,KNOT_2118202_PROKKA_143107,20.88,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11E4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Deamidation (NQ),174727,hypothetical protein
954,13534,GROUPS_15123632_PROKKA_646329,20.88,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1.02E4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,22350,hypothetical protein
353,14430,KNOT_37473962_PROKKA_899181,20.87,11,0,0,0,0,0,0,0,0,11,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,1.75E6,,,,6E5,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,8478,Tryptophan--tRNA ligase
640,11384,KNOT_2819608_PROKKA_194463,20.81,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,8.57E4,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Oxidation (M),23510,6-phosphogluconolactonase
623,14338,KNOT_1291515_PROKKA_84506,20.69,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.4E3,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,59261,Sensor protein ZraS
800,3076,KNOT_4584022_PROKKA_309097,20.68,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,1.84E4,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,14569,hypothetical protein
987,16498,KNOT_34152363_PROKKA_880297,20.63,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0E0,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,29489,Inner membrane protein alx
56,13705,KNOT_22565291_PROKKA_734605,20.59,11,11,0,0,0,11,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,9.98E4,,,,4.35E3,1.88E3,,,1.71E4,,,,,,,,,,,,,,,,,,,,,1.71E3,1.22E5,1.41E4,,,1,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,Oxidation (M),8593,hypothetical protein
1026,19611,GROUPS_15004466_PROKKA_643270,20.58,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5E2,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Deamidation (NQ),18982,hypothetical protein
576,14210,KNOT_22484441_PROKKA_733045,20.56,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,4.13E4,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,42407,hypothetical protein
865,7293,KNOT_10434258_PROKKA_504312,20.53,10,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,2.96E4,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9563,hypothetical protein
221,2986,KNOT_2646053_PROKKA_182006,20.51,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1.04E5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.21E4,,,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,21598,hypothetical protein
198,15169,KNOT_36646055_PROKKA_896072,20.50,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,,,,5.83E5,,,,,,,,,,,,,,,,,,,,4.09E5,,1.36E6,,,,,,,,,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,Deamidation (NQ),46118,Serine/threonine-protein kinase StkP
709,13541,KNOT_1914134_PROKKA_128438,20.44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,5.47E4,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,41310,hypothetical protein
1017,18683,GROUPS_9892052_PROKKA_247733,20.41,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,1.77E6,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,15399,hypothetical protein
